Date received,Product,Sub-product,Issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,Count
3/18/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,IL,60563,Web,3/30/15,Closed with explanation,Yes,No,1289304,1
3/18/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,UT,84041,Web,3/18/15,Closed with explanation,Yes,No,1289876,1
3/18/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,IL,60178,Web,3/18/15,Closed with explanation,Yes,No,1289567,1
3/18/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,FL,32118,Web,3/19/15,Closed with explanation,Yes,No,1289762,1
3/18/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,CA,95660,Web,3/18/15,Closed with explanation,Yes,No,1288910,1
3/17/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,OH,44857,Web,3/17/15,Closed with explanation,Yes,Yes,1286909,1
3/17/15,Student loan,Non-federal student loan,Can't repay my loan,,,Citibank,IN,46405,Web,3/17/15,Closed with explanation,Yes,Yes,1287591,1
3/17/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,PA,19144,Web,3/17/15,Closed with explanation,Yes,No,1286835,1
3/17/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,CA,95628,Web,3/24/15,Closed with explanation,Yes,Yes,1287781,1
3/17/15,Student loan,Non-federal student loan,Can't repay my loan,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,CA,92320,Web,3/23/15,Closed with explanation,Yes,No,1288251,1
3/16/15,Student loan,Non-federal student loan,Can't repay my loan,,,Transworld Systems Inc.,CA,94533,Web,3/21/15,Closed with explanation,Yes,No,1285588,1
3/16/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,NV,,Web,3/16/15,Closed with explanation,Yes,No,1283975,1
3/16/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,GA,30135,Web,3/16/15,Closed with explanation,Yes,No,1284062,1
3/16/15,Student loan,Non-federal student loan,Can't repay my loan,,,Transworld Systems Inc.,NY,14043,Web,3/26/15,Closed with explanation,Yes,No,1286123,1
3/16/15,Student loan,Non-federal student loan,Can't repay my loan,,,Wells Fargo,TX,78251,Web,3/16/15,Closed with explanation,Yes,No,1285435,1
3/16/15,Student loan,Non-federal student loan,Can't repay my loan,,,JPMorgan Chase,MI,49504,Web,3/16/15,Closed with explanation,Yes,No,1284632,1
3/16/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,IL,60657,Web,3/16/15,Closed with explanation,Yes,No,1283850,1
3/15/15,Student loan,Non-federal student loan,Can't repay my loan,,,Sallie Mae,NJ,8824,Web,3/15/15,Closed with explanation,Yes,No,1283583,1
3/15/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,VA,24502,Web,3/16/15,Closed with explanation,Yes,No,1283935,1
3/15/15,Student loan,Non-federal student loan,Can't repay my loan,,,JPMorgan Chase,NJ,7621,Web,3/16/15,Closed with explanation,Yes,No,1283967,1
3/14/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,CA,90804,Web,3/14/15,Closed with explanation,Yes,No,1283262,1
3/13/15,Student loan,Non-federal student loan,Can't repay my loan,,,Sallie Mae,TX,75034,Web,3/13/15,Closed with explanation,Yes,No,1282494,1
3/13/15,Student loan,Non-federal student loan,Can't repay my loan,,,Discover,NJ,7304,Web,3/13/15,Closed with explanation,Yes,No,1282050,1
3/13/15,Student loan,Non-federal student loan,Can't repay my loan,,,Sallie Mae,TX,75034,Web,3/13/15,Closed with explanation,Yes,No,1282543,1
3/12/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,CA,93013,Referral,3/19/15,Closed with explanation,Yes,Yes,1280463,1
3/12/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,CT,6513,Web,3/12/15,Closed with explanation,Yes,Yes,1280911,1
3/12/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,VA,23435,Web,3/12/15,Closed with explanation,Yes,No,1280325,1
3/12/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,FL,33626,Web,3/12/15,Closed with explanation,Yes,No,1280017,1
3/11/15,Student loan,Non-federal student loan,Can't repay my loan,,,"Asset Recovery Solutions, LLC",IL,60640,Web,3/18/15,Closed,Yes,No,1277889,1
3/11/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,FL,32824,Web,3/11/15,Closed with explanation,Yes,No,1278381,1
3/11/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,FL,33446,Web,3/11/15,Closed with explanation,Yes,Yes,1277742,1
3/11/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,MI,49408,Web,3/11/15,Closed with explanation,Yes,No,1277391,1
3/11/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,CA,91387,Web,3/12/15,Closed with explanation,Yes,,1279303,1
3/10/15,Student loan,Non-federal student loan,Can't repay my loan,,,ACS Education Services,PA,18452,Web,3/10/15,Closed with explanation,Yes,No,1276416,1
3/10/15,Student loan,Non-federal student loan,Can't repay my loan,,,Transworld Systems Inc.,TX,75701,Web,3/26/15,Closed with explanation,Yes,Yes,1275362,1
3/10/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,IN,46240,Web,3/10/15,Closed with explanation,Yes,No,1276012,1
3/10/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,OK,73165,Web,3/16/15,Closed with explanation,Yes,No,1276378,1
3/10/15,Student loan,Non-federal student loan,Can't repay my loan,,,Heartland Payment Systems,GA,30331,Fax,3/17/15,Closed with explanation,Yes,Yes,1274965,1
3/10/15,Student loan,Non-federal student loan,Can't repay my loan,,,Nelnet,FL,32714,Referral,3/16/15,Closed with explanation,Yes,No,1275334,1
3/10/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,FL,33069,Web,3/17/15,Closed with explanation,Yes,No,1277201,1
3/10/15,Student loan,Non-federal student loan,Can't repay my loan,,,"URS Holding, LLC",AL,36604,Web,3/17/15,Closed with explanation,Yes,No,1275998,1
3/9/15,Student loan,Non-federal student loan,Can't repay my loan,,,Transworld Systems Inc.,TX,77084,Web,3/13/15,Closed with explanation,Yes,No,1274439,1
3/9/15,Student loan,Non-federal student loan,Can't repay my loan,,,Discover,NY,10459,Web,3/9/15,Closed with explanation,Yes,No,1274792,1
3/9/15,Student loan,Non-federal student loan,Can't repay my loan,,,PNC Bank,ME,4011,Phone,3/10/15,Closed with explanation,Yes,No,1274383,1
3/9/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,OK,73005,Web,3/9/15,Closed with explanation,Yes,No,1273986,1
3/9/15,Student loan,Non-federal student loan,Can't repay my loan,,,MOHELA,WA,98409,Web,3/10/15,Closed with explanation,Yes,No,1275112,1
3/9/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,FL,32256,Web,3/16/15,Closed with explanation,Yes,No,1275033,1
3/9/15,Student loan,Non-federal student loan,Can't repay my loan,,,Sallie Mae,NY,12814,Referral,3/10/15,Closed with explanation,Yes,No,1273402,1
3/9/15,Student loan,Non-federal student loan,Can't repay my loan,,,"ECMC Group, Inc.",CA,92615,Web,3/16/15,Closed with explanation,Yes,No,1276591,1
3/7/15,Student loan,Non-federal student loan,Can't repay my loan,,,Higher Education Student Assistance Authority (HESAA),GA,30016,Web,3/7/15,Closed with explanation,Yes,No,1272845,1
3/6/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,,44305,Web,3/6/15,Closed with explanation,Yes,No,1270424,1
3/6/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,IN,46324,Referral,3/12/15,Closed with explanation,Yes,No,1271312,1
3/6/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,MA,1534,Phone,3/9/15,Closed with explanation,Yes,No,1271849,1
3/6/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,VI,15642,Web,3/6/15,Closed with explanation,Yes,No,1270907,1
3/6/15,Student loan,Non-federal student loan,Can't repay my loan,,,JPMorgan Chase,,72719,Web,3/6/15,Closed with explanation,Yes,No,1270415,1
3/6/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,NH,3860,Web,3/6/15,Closed with explanation,Yes,No,1270797,1
3/5/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,WV,26505,Web,3/6/15,Closed with explanation,Yes,No,1270635,1
3/5/15,Student loan,Non-federal student loan,Can't repay my loan,,,Discover,CA,93065,Web,3/5/15,Closed with explanation,Yes,No,1268744,1
3/5/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,PA,19129,Web,3/5/15,Closed with explanation,Yes,Yes,1270138,1
3/4/15,Student loan,Non-federal student loan,Can't repay my loan,,,"National Enterprise Systems, Inc.",CA,91331,Web,3/11/15,Closed with explanation,Yes,No,1267787,1
3/4/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,IN,46237,Web,3/4/15,Closed with explanation,Yes,No,1266816,1
3/4/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,NE,68116,Web,3/4/15,Closed with explanation,Yes,No,1266893,1
3/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,DC,20019,Web,3/3/15,Closed with explanation,Yes,No,1265039,1
3/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,GA,30630,Web,3/3/15,Closed with explanation,Yes,No,1264812,1
3/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,IA,51247,Web,3/4/15,Closed with explanation,Yes,No,1266594,1
3/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,WA,98409,Web,3/4/15,Closed with explanation,Yes,No,1266600,1
3/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,Wells Fargo,VA,22407,Web,3/10/15,Closed with explanation,Yes,No,1264683,1
3/2/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,MS,39056,Web,3/2/15,Closed with explanation,Yes,Yes,1263736,1
3/2/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,AZ,85392,Web,3/3/15,Closed with explanation,Yes,No,1264611,1
3/2/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,CA,95825,Web,3/2/15,Closed with explanation,Yes,No,1263577,1
3/2/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,NY,10034,Web,3/2/15,Closed with explanation,Yes,No,1263341,1
2/28/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,CA,95901,Web,2/28/15,Closed with explanation,Yes,No,1261853,1
2/27/15,Student loan,Non-federal student loan,Can't repay my loan,,,PNC Bank,OH,44305,Web,3/6/15,Closed with explanation,Yes,No,1260863,1
2/27/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,MI,48911,Web,2/27/15,Closed with explanation,Yes,No,1261188,1
2/27/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,SD,57106,Web,2/27/15,Closed with explanation,Yes,No,1260835,1
2/27/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,AR,72719,Web,3/6/15,Closed with explanation,No,No,1260047,1
2/26/15,Student loan,Non-federal student loan,Can't repay my loan,,,"Asset Recovery Solutions, LLC",NV,89121,Web,3/4/15,Closed,No,No,1259429,1
2/26/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,OH,44035,Web,2/26/15,Closed with explanation,Yes,No,1259787,1
2/26/15,Student loan,Non-federal student loan,Can't repay my loan,,,Rhode Island Student Loan Authority,GA,30058,Web,2/26/15,Closed with explanation,Yes,No,1257954,1
2/26/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,CA,95337,Web,2/26/15,Closed with explanation,Yes,No,1258709,1
2/26/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,MI,49001,Web,3/4/15,Closed with explanation,Yes,No,1258168,1
2/26/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,NY,11102,Referral,3/4/15,Closed with explanation,Yes,No,1259431,1
2/26/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,MT,59101,Web,2/26/15,Closed with explanation,Yes,Yes,1258739,1
2/26/15,Student loan,Non-federal student loan,Can't repay my loan,,,Discover,NY,11102,Referral,3/4/15,Closed with explanation,Yes,No,1259432,1
2/25/15,Student loan,Non-federal student loan,Can't repay my loan,,,Discover,NY,12401,Web,2/25/15,Closed with explanation,Yes,Yes,1257387,1
2/25/15,Student loan,Non-federal student loan,Can't repay my loan,,,Student Loan Finance Corporation,MN,55423,Referral,3/4/15,Closed with explanation,Yes,No,1256949,1
2/25/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,OH,43068,Phone,3/4/15,Closed with explanation,Yes,No,1256216,1
2/25/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,GA,31419,Web,2/26/15,Closed with explanation,Yes,No,1257864,1
2/25/15,Student loan,Non-federal student loan,Can't repay my loan,,,Wells Fargo,FL,33578,Web,2/26/15,Closed with explanation,Yes,No,1257832,1
2/24/15,Student loan,Non-federal student loan,Can't repay my loan,,,Tuition Options LLC,OH,43201,Postal mail,3/2/15,Closed with explanation,Yes,No,1254387,1
2/24/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,MO,63107,Web,2/24/15,Closed with explanation,Yes,No,1254119,1
2/24/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,CA,92676,Web,2/25/15,Closed with explanation,Yes,No,1255663,1
2/24/15,Student loan,Non-federal student loan,Can't repay my loan,,,Sallie Mae,OH,45251,Web,2/24/15,Closed with explanation,Yes,No,1253994,1
2/24/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,MD,20905,Web,2/24/15,Closed with explanation,Yes,No,1254029,1
2/24/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,TX,78665,Web,2/24/15,Closed with explanation,Yes,No,1254845,1
2/24/15,Student loan,Non-federal student loan,Can't repay my loan,,,First Associates Loan Servicing LLC,NE,68048,Web,3/2/15,Closed with explanation,Yes,No,1253737,1
2/23/15,Student loan,Non-federal student loan,Can't repay my loan,,,Discover,OR,97206,Web,2/23/15,Closed with explanation,Yes,Yes,1253204,1
2/23/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,WV,25414,Web,2/23/15,Closed with explanation,Yes,No,1251896,1
2/23/15,Student loan,Non-federal student loan,Can't repay my loan,,,JPMorgan Chase,CO,80206,Web,2/24/15,Closed with explanation,Yes,Yes,1253562,1
2/23/15,Student loan,Non-federal student loan,Can't repay my loan,,,Higher Education Student Assistance Authority (HESAA),PA,19127,Web,3/4/15,Closed with explanation,Yes,No,1253537,1
2/22/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,AZ,85202,Web,2/23/15,Closed with explanation,Yes,No,1253147,1
2/22/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,AR,72214,Web,2/22/15,Closed with explanation,Yes,No,1251204,1
2/22/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,WY,82721,Web,2/22/15,Closed with explanation,Yes,No,1251207,1
2/22/15,Student loan,Non-federal student loan,Can't repay my loan,,,Discover,MI,49201,Web,2/22/15,Closed with explanation,Yes,No,1251008,1
2/21/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,MI,48184,Web,2/21/15,Closed with explanation,Yes,Yes,1250601,1
2/21/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,MO,63010,Web,2/21/15,Closed with explanation,Yes,No,1250798,1
2/20/15,Student loan,Non-federal student loan,Can't repay my loan,,,Citibank,NY,10459,Web,2/20/15,Closed with explanation,Yes,Yes,1250406,1
2/20/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,VA,22553,Web,2/20/15,Closed with explanation,Yes,No,1249885,1
2/20/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,SD,57532,Web,2/20/15,Closed with explanation,Yes,No,1248773,1
2/20/15,Student loan,Non-federal student loan,Can't repay my loan,,,First Associates Loan Servicing LLC,MS,39046,Web,2/20/15,Closed with explanation,Yes,No,1250476,1
2/19/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,AL,35405,Web,2/19/15,Closed with explanation,Yes,No,1246654,1
2/19/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,TX,78664,Referral,2/25/15,Closed with explanation,Yes,No,1247072,1
2/19/15,Student loan,Non-federal student loan,Can't repay my loan,,,U.S. Bancorp,OH,45245,Web,2/19/15,Closed with explanation,Yes,No,1247346,1
2/18/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,NV,,Web,2/18/15,Closed with explanation,Yes,No,1245300,1
2/18/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,WA,98516,Web,2/18/15,Closed with explanation,Yes,No,1245607,1
2/18/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,CA,90039,Web,2/23/15,Closed with explanation,Yes,No,1244561,1
2/17/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,MD,20705,Web,2/17/15,Closed with explanation,Yes,No,1242945,1
2/17/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,NY,11216,Fax,2/24/15,Closed with explanation,Yes,No,1243329,1
2/17/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,MI,48045,Web,2/17/15,Closed with explanation,Yes,No,1243125,1
2/17/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,IN,46011,Web,2/17/15,Closed with explanation,Yes,Yes,1242536,1
2/16/15,Student loan,Non-federal student loan,Can't repay my loan,,,Caine & Weiner Co. Inc.,GA,30093,Web,2/23/15,Closed with explanation,Yes,Yes,1241773,1
2/16/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,OR,97214,Web,2/17/15,Closed with explanation,Yes,No,1242009,1
2/15/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,IN,46239,Web,2/15/15,Closed with explanation,Yes,No,1241397,1
2/14/15,Student loan,Non-federal student loan,Can't repay my loan,,,Sallie Mae,AZ,85345,Web,2/14/15,Closed with explanation,Yes,No,1241045,1
2/14/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,CA,95458,Web,3/18/15,Closed with explanation,Yes,No,1240865,1
2/13/15,Student loan,Non-federal student loan,Can't repay my loan,,,MEFA,MA,1002,Web,2/13/15,Closed with explanation,Yes,No,1239529,1
2/13/15,Student loan,Non-federal student loan,Can't repay my loan,,,KeyBank NA,OR,97525,Web,2/14/15,Closed with explanation,Yes,No,1240954,1
2/13/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,DC,20012,Web,2/13/15,Closed with explanation,Yes,No,1239644,1
2/12/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,MA,1375,Web,2/13/15,Closed with explanation,Yes,No,1239424,1
2/11/15,Student loan,Non-federal student loan,Can't repay my loan,,,JPMorgan Chase,VA,22204,Web,2/11/15,Closed with explanation,Yes,No,1234932,1
2/11/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,NY,13202,Web,2/11/15,Closed with explanation,Yes,No,1235299,1
2/11/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,NV,,Web,2/11/15,Closed with explanation,Yes,Yes,1234868,1
2/11/15,Student loan,Non-federal student loan,Can't repay my loan,,,Wells Fargo,PA,19010,Web,2/11/15,Closed with explanation,Yes,No,1235345,1
2/11/15,Student loan,Non-federal student loan,Can't repay my loan,,,First Associates Loan Servicing LLC,KY,40033,Web,2/11/15,Closed with explanation,Yes,No,1236058,1
2/11/15,Student loan,Non-federal student loan,Can't repay my loan,,,Discover,TX,77057,Web,2/11/15,Closed with explanation,Yes,Yes,1236582,1
2/10/15,Student loan,Non-federal student loan,Can't repay my loan,,,First Associates Loan Servicing LLC,KY,40219,Web,2/13/15,Closed with explanation,Yes,No,1234118,1
2/10/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,MO,63034,Web,2/10/15,Closed with explanation,Yes,No,1232698,1
2/10/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,NJ,7885,Web,2/10/15,Closed with explanation,Yes,No,1234814,1
2/10/15,Student loan,Non-federal student loan,Can't repay my loan,,,Great Lakes,TX,76137,Web,2/10/15,Closed with explanation,Yes,No,1233794,1
2/10/15,Student loan,Non-federal student loan,Can't repay my loan,,,Great Lakes,IL,60640,Web,2/11/15,Closed with explanation,Yes,No,1235170,1
2/10/15,Student loan,Non-federal student loan,Can't repay my loan,,,First Associates Loan Servicing LLC,MO,63136,Web,2/10/15,Closed with explanation,Yes,No,1235093,1
2/10/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,IN,47348,Referral,2/13/15,Closed with explanation,Yes,No,1234222,1
2/10/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,TX,78681,Web,2/10/15,Closed with explanation,Yes,No,1233854,1
2/9/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,IL,60148,Web,2/9/15,Closed with explanation,Yes,No,1231986,1
2/9/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,IL,60804,Web,2/9/15,Closed with explanation,Yes,No,1231966,1
2/9/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,MI,48047,Web,2/9/15,Closed with explanation,Yes,No,1231799,1
2/9/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,NY,10031,Web,2/9/15,Closed with explanation,Yes,Yes,1230714,1
2/8/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,NC,28134,Web,2/9/15,Closed with explanation,Yes,No,1230945,1
2/8/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,TX,75228,Web,2/11/15,Closed with explanation,Yes,No,1230511,1
2/8/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,WA,98031,Web,2/8/15,Closed with explanation,Yes,No,1230489,1
2/8/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,FL,33414,Web,2/8/15,Closed with explanation,Yes,No,1230564,1
2/8/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,VA,20171,Web,2/8/15,Closed with explanation,Yes,Yes,1230525,1
2/8/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,TX,76107,Web,2/8/15,Closed with explanation,Yes,No,1230558,1
2/7/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,PA,15010,Web,2/7/15,Closed with explanation,Yes,Yes,1230339,1
2/7/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,CA,91423,Web,2/7/15,Closed with explanation,Yes,No,1230149,1
2/7/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,IN,46312,Web,2/7/15,Closed with explanation,Yes,No,1230182,1
2/7/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,WA,99022,Web,2/7/15,Closed with explanation,Yes,No,1230175,1
2/7/15,Student loan,Non-federal student loan,Can't repay my loan,,,ACS Education Services,GA,30161,Web,2/7/15,Closed with explanation,Yes,Yes,1230137,1
2/7/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,MA,2724,Web,2/7/15,Closed with explanation,Yes,Yes,1230205,1
2/6/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,IL,61073,Web,2/6/15,Closed with explanation,Yes,No,1228525,1
2/6/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,FL,33177,Web,2/6/15,Closed with explanation,Yes,Yes,1228691,1
2/6/15,Student loan,Non-federal student loan,Can't repay my loan,,,Wells Fargo,PA,19119,Postal mail,2/10/15,Closed with explanation,Yes,Yes,1228434,1
2/5/15,Student loan,Non-federal student loan,Can't repay my loan,,,Sallie Mae,CA,95127,Web,2/5/15,Closed with explanation,Yes,No,1227014,1
2/5/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,,33458,Web,2/5/15,Closed with explanation,Yes,No,1225996,1
2/5/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,CA,92870,Web,2/5/15,Closed with explanation,Yes,No,1226750,1
2/5/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,CA,92251,Web,2/5/15,Closed with explanation,Yes,No,1227246,1
2/5/15,Student loan,Non-federal student loan,Can't repay my loan,,,Wells Fargo,MN,55416,Web,2/10/15,Closed with explanation,Yes,No,1228271,1
2/5/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,AL,35957,Web,2/5/15,Closed with explanation,Yes,No,1227502,1
2/4/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,GA,30213,Web,2/4/15,Closed with explanation,Yes,No,1224772,1
2/4/15,Student loan,Non-federal student loan,Can't repay my loan,,,"ECMC Group, Inc.",CA,95747,Phone,2/10/15,Closed with explanation,Yes,No,1224538,1
2/4/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,NC,28214,Web,2/9/15,Closed with explanation,Yes,No,1224482,1
2/4/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,NJ,7003,Web,2/4/15,Closed with explanation,Yes,No,1224967,1
2/4/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,ID,83605,Web,2/4/15,Closed with explanation,Yes,No,1225156,1
2/4/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,FL,33351,Web,2/4/15,Closed with explanation,Yes,No,1223780,1
2/4/15,Student loan,Non-federal student loan,Can't repay my loan,,,JPMorgan Chase,IN,46312,Web,2/4/15,Closed with explanation,Yes,No,1224284,1
2/4/15,Student loan,Non-federal student loan,Can't repay my loan,,,Wells Fargo,NY,11706,Web,2/4/15,Closed with explanation,Yes,Yes,1223890,1
2/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,ACS Education Services,AL,36603,Web,2/3/15,Closed with explanation,Yes,No,1223023,1
2/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,Transworld Systems Inc.,NH,3079,Phone,2/18/15,Closed with explanation,Yes,No,1223437,1
2/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,NY,11236,Web,2/3/15,Closed with explanation,Yes,No,1221745,1
2/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,KY,40071,Web,3/20/15,Closed with explanation,Yes,No,1222085,1
2/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,MD,21742,Web,2/4/15,Closed with explanation,Yes,No,1224116,1
2/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,MA,2188,Web,2/4/15,Closed with explanation,Yes,Yes,1223709,1
2/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,Discover,FL,33406,Web,2/3/15,Closed with explanation,Yes,No,1222934,1
2/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,First Associates Loan Servicing LLC,KY,42134,Web,2/4/15,Closed with explanation,Yes,No,1224087,1
2/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,MO,63033,Referral,2/6/15,Closed with explanation,Yes,No,1222163,1
2/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,Discover,NY,11763,Web,2/6/15,Closed with explanation,Yes,No,1221664,1
2/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,Wells Fargo,TX,78239,Web,2/3/15,Closed with explanation,Yes,No,1222898,1
2/3/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,NY,10469,Web,2/3/15,Closed with explanation,Yes,No,1222748,1
